state,date1,date2,n,rate,lwr,upr,metric,survey
NM,2/1/2021,3/1/2021,3558,39.86734120292299,37.23521641371557,42.399465992130416,S,Donor
NM,3/1/2021,4/1/2021,3642,52.651702361339936,50.30620538165843,55.04269632070291,S,Donor
NM,4/1/2021,5/1/2021,3638,73.99381528,71.71712479384279,76.21467839472237,S,Donor
NM,5/1/2021,6/1/2021,3632,83.66773127753304,81.58127753303965,85.55418502202645,S,Donor
NM,6/1/2021,7/1/2021,3639,86.86496290189612,84.26496290189613,89.06496290189612,S,Donor
NM,7/1/2021,8/1/2021,4129,88.67764591910874,86.85725357229353,90.19803826592396,S,Donor
NM,8/1/2021,9/1/2021,3719,88.64409787577306,86.65590212422694,90.44409787577305,S,Donor
NM,9/1/2021,10/1/2021,3048,91.09606299,89.33956692913385,92.65255906,S,Donor
NM,10/1/2021,11/1/2021,3722,92.70016120365395,91.36894142933907,93.87512090274046,S,Donor
NM,11/1/2021,12/1/2021,3675,91.95717006802721,90.42868027210883,93.24282993197279,S,Donor
NM,12/1/2021,1/1/2022,3649,94.88903809262811,93.60882433543438,95.96925184982187,S,Donor
NV,7/1/2020,8/1/2020,3499,2.3216061731923405,1.567104887110603,3.4743069448413837,S,Donor
NV,8/1/2020,9/1/2020,3729,5.068007508715474,3.8169482434969164,6.619066773934031,S,Donor
NV,9/1/2020,10/1/2020,3602,5.972570794003332,4.556135480288729,7.743114936146586,S,Donor
NV,10/1/2020,11/1/2020,3457,6.584119178478449,5.074428695400637,8.629273936939544,S,Donor
NV,11/1/2020,12/1/2020,3494,6.765111619919863,5.264195764167145,8.715569547796223,S,Donor
NV,12/1/2020,1/1/2021,3554,13.232808103545302,10.985875070343274,15.832808103545304,S,Donor
NV,1/1/2021,2/1/2021,3590,22.352869080779946,19.700835654596098,25.256935933147634,S,Donor
NV,2/1/2021,3/1/2021,3658,37.034281027884084,34.43116457080372,39.63739748496447,S,Donor
NV,3/1/2021,4/1/2021,3335,49.40389805097451,46.25637181409296,52.60389805097452,S,Donor
NV,4/1/2021,5/1/2021,3606,69.36955074875209,66.72138103161399,72.01772046589018,S,Donor
NV,5/1/2021,6/1/2021,3581,76.8043284,74.2043284,79.2043284,S,Donor
NV,6/1/2021,7/1/2021,3539,81.15730432325516,78.21768861260242,83.75038146,S,Donor
NV,7/1/2021,8/1/2021,4001,82.46640839790051,80.26893277,84.46388402899275,S,Donor
NV,8/1/2021,9/1/2021,3827,84.45176378364255,82.25246929709957,86.401175855761707,S,Donor
NV,9/1/2021,10/1/2021,3625,87.42896551724138,85.43186206896551,89.22606896551724,S,Donor
NV,10/1/2021,11/1/2021,3595,90.08781641,88.19390820584144,91.68172461752434,S,Donor
NV,11/1/2021,12/1/2021,3514,91,89.35981787137163,92.39607285145132,S,Donor
NV,12/1/2021,1/1/2022,3643,92.36124073565743,90.81605819379632,93.70642327751854,S,Donor
NY,7/1/2020,8/1/2020,4246,8.027626000942064,5.894536033914272,11.089825718323128,S,Donor
NY,8/1/2020,9/1/2020,6670,10.269955022488757,9.044137931034484,11.755652173913044,S,Donor
NY,9/1/2020,10/1/2020,6925,9.069833935018051,7.9929819494584855,10.398050541516247,S,Donor
NY,10/1/2020,11/1/2020,6633,9.4998190863862515,8.353957485,10.935413839891451,S,Donor
NY,11/1/2020,12/1/2020,6848,10.042508761682244,8.536317172897196,11.830344626168223,S,Donor
NY,12/1/2020,1/1/2021,6735,13.40913140311804,11.68739420935412,15.432754268745361,S,Donor
NY,1/1/2021,2/1/2021,6543,22.164924346629988,19.888950022925265,24.63501451933364,S,Donor
NY,2/1/2021,3/1/2021,6279,30.519732441471575,27.974040452301317,33.065424430641826,S,Donor
NY,3/1/2021,4/1/2021,6686,53.81193538737661,50.796500149566256,56.751331139694884,S,Donor
NY,4/1/2021,5/1/2021,6736,74.87024940617577,72.42559382422805,77.18153206650832,S,Donor
NY,5/1/2021,6/1/2021,6813,86.97763099955966,84.62123880816087,89.01739321884634,S,Donor
NY,6/1/2021,7/1/2021,6851,91.66007882061012,90.0182893,93.01332652167567,S,Donor
NY,7/1/2021,8/1/2021,7196,92.98294886047805,91.28631183991106,94.36871873262923,S,Donor
NY,8/1/2021,9/1/2021,7222,92.31542509000276,90.75945721406812,93.64932151758515,S,Donor
NY,9/1/2021,10/1/2021,7071,93.30415782774713,91.62992504596237,94.68284542497526,S,Donor
NY,10/1/2021,11/1/2021,7194,94.62326939,93.24837364470393,95.69908256880734,S,Donor
NY,11/1/2021,12/1/2021,7296,95.15134320175439,93.87916666666668,96.21149945175438,S,Donor
NY,12/1/2021,1/1/2022,7031,95.83049352865879,94.57213767600628,96.77769876262266,S,Donor
OH,7/1/2020,8/1/2020,3880,2.080515463917526,1.090257731958763,3.961030927835052,S,Donor
OH,8/1/2020,9/1/2020,3900,2.539589743589744,1.6940512820512819,3.7791794871794875,S,Donor
OH,9/1/2020,10/1/2020,3788,2.4809926082365363,1.539308342133052,3.9155491024287232,S,Donor
OH,10/1/2020,11/1/2020,3820,2.9433769633507856,2.144581151832461,4.142172775,S,Donor
OH,11/1/2020,12/1/2020,3772,6.969671262,5.574337221633086,8.716171792152704,S,Donor
OH,12/1/2020,1/1/2021,3861,14.967987567987567,12.867987567987567,17.367987567987566,S,Donor
OH,1/1/2021,2/1/2021,3847,24.19779048609306,21.303145308032235,27.195113075123473,S,Donor
OH,2/1/2021,3/1/2021,3777,34.81464124966905,31.459412231930102,38.16987027,S,Donor
OH,3/1/2021,4/1/2021,3821,50.76199947657681,47.96516618686208,53.558832766291545,S,Donor
OH,4/1/2021,5/1/2021,3859,74.90554547810314,71.95838300077739,77.70743715988598,S,Donor
OH,5/1/2021,6/1/2021,3856,80.01390041493775,77.16605290456432,82.56605290456433,S,Donor
OH,6/1/2021,7/1/2021,3872,86.49690082644628,83.99380165289256,88.64845041322313,S,Donor
OH,7/1/2021,8/1/2021,3903,86.70963361516783,83.90612349474763,89.06489879579809,S,Donor
OH,8/1/2021,9/1/2021,3907,88.02615818,85.52823137957512,90.12615818,S,Donor
OH,9/1/2021,10/1/2021,3976,88.86511569416498,86.75882796780684,90.61825955734406,S,Donor
OH,10/1/2021,11/1/2021,4018,90.67346938775512,88.56530612244899,92.38163265306122,S,Donor
OH,11/1/2021,12/1/2021,3933,92.80772946859904,91.50327993897788,93.95995423,S,Donor
OH,12/1/2021,1/1/2022,4017,93.82569081404033,92.13649489668909,95.17298979337815,S,Donor
OK,7/1/2020,8/1/2020,649,2,0.9000000000000001,4.3,S,Donor
OK,8/1/2020,9/1/2020,616,4.9,3.0000000000000004,7.7,S,Donor
OK,9/1/2020,10/1/2020,701,4.1,2.3000000000000003,7.400000000000001,S,Donor
OK,10/1/2020,11/1/2020,613,5.2,3.3000000000000003,8,S,Donor
OK,11/1/2020,12/1/2020,667,9.5,7.1,12.6,S,Donor
OK,12/1/2020,1/1/2021,760,12.2,9.600000000000001,15.4,S,Donor
OK,1/1/2021,2/1/2021,638,30.7,26.3,35.1,S,Donor
OK,2/1/2021,3/1/2021,648,54,48.6,59.4,S,Donor
OK,3/1/2021,4/1/2021,635,64.3,60.3,68.4,S,Donor
OK,4/1/2021,5/1/2021,654,74.8,70.5,79.1,S,Donor
OK,5/1/2021,6/1/2021,684,81.49999999999999,78.2,84.3,S,Donor
OK,6/1/2021,7/1/2021,671,86.5,83.5,89.00000000000001,S,Donor
OK,7/1/2021,8/1/2021,650,85.80000000000001,82.5,88.6,S,Donor
OK,8/1/2021,9/1/2021,694,88.9,85.8,91.4,S,Donor
OK,9/1/2021,10/1/2021,800,89.8,87,92,S,Donor
OK,10/1/2021,11/1/2021,651,91.2,88.3,93.5,S,Donor
OK,11/1/2021,12/1/2021,659,92.1,89.3,94.30000000000001,S,Donor
OK,12/1/2021,1/1/2022,698,93.3,91.1,95,S,Donor
OR,7/1/2020,8/1/2020,1561,0.9784753363228699,0.273542601,3.108968609865471,S,Donor
OR,8/1/2020,9/1/2020,1637,0.5831398900427611,0.2698839340256567,1.5397678680513136,S,Donor
OR,9/1/2020,10/1/2020,1608,0.848631841,0.32431592039800994,2.2324004975124376,S,Donor
OR,10/1/2020,11/1/2020,1667,2.207738452309538,1.092381523695261,4.915236952609478,S,Donor
OR,11/1/2020,12/1/2020,1633,1.9130434782608698,1.117391304347826,3.2043478260869565,S,Donor
OR,12/1/2020,1/1/2021,1636,3.636919315403423,2.3738386308068464,5.503850855745722,S,Donor
OR,1/1/2021,2/1/2021,1606,11.081195516811954,8.602241594022415,14.139103362391033,S,Donor
OR,2/1/2021,3/1/2021,1616,23.990099009900987,20.495049504950497,27.754826732673273,S,Donor
OR,3/1/2021,4/1/2021,1629,38.432903621853896,33.97397176181706,42.89183548189073,S,Donor
OR,4/1/2021,5/1/2021,1624,60.98522167487685,57.08848522167488,64.88195812807882,S,Donor
OR,5/1/2021,6/1/2021,1632,80.81317401960784,77.26354166666665,83.94601715686277,S,Donor
OR,6/1/2021,7/1/2021,1571,86.23176320814768,83.01400381922342,88.97008274984086,S,Donor
OR,7/1/2021,8/1/2021,1582,88.44273072060682,84.78211125158029,91.34058154235146,S,Donor
OR,8/1/2021,9/1/2021,1606,89.94645080946451,86.72478206724782,92.49041095890412,S,Donor
OR,9/1/2021,10/1/2021,1849,91.15175770686858,88.68739859,93.04332071389938,S,Donor
OR,10/1/2021,11/1/2021,1831,92.53249590387766,90.23817586018569,94.34795193883124,S,Donor
OR,11/1/2021,12/1/2021,1625,94.01353846153845,92.00233846153846,95.58879999999999,S,Donor
OR,12/1/2021,1/1/2022,1647,94.23060109289618,91.77735276259865,96.02416514875532,S,Donor
PA,7/1/2020,8/1/2020,2765,1.4,0.9000000000000001,2.2,S,Donor
PA,8/1/2020,9/1/2020,2721,1.3,0.8,2,S,Donor
PA,9/1/2020,10/1/2020,2763,2.6,1.8000000000000003,3.8,S,Donor
PA,10/1/2020,11/1/2020,2773,2.7,2,3.6000000000000005,S,Donor
PA,11/1/2020,12/1/2020,2746,5.800000000000001,4.6,7.200000000000001,S,Donor
PA,12/1/2020,1/1/2021,2698,11.4,10,12.9,S,Donor
PA,1/1/2021,2/1/2021,2793,20.7,18.9,22.500000000000004,S,Donor
PA,2/1/2021,3/1/2021,2719,32.3,29.799999999999997,34.7,S,Donor
PA,3/1/2021,4/1/2021,2627,47.39999999999999,45,49.9,S,Donor
PA,4/1/2021,5/1/2021,2588,69.8,68,71.6,S,Donor
PA,5/1/2021,6/1/2021,2685,81.49999999999999,79.7,83.2,S,Donor
PA,6/1/2021,7/1/2021,2672,85.1,83.5,86.6,S,Donor
PA,7/1/2021,8/1/2021,2834,87,85.19999999999999,88.59999999999998,S,Donor
PA,8/1/2021,9/1/2021,2680,85.9,84,87.6,S,Donor
PA,9/1/2021,10/1/2021,2722,89.19999999999999,87.5,90.70000000000002,S,Donor
PA,10/1/2021,11/1/2021,2730,89.7,88.1,91.1,S,Donor
PA,11/1/2021,12/1/2021,2534,93.00000000000001,91.69999999999999,94.2,S,Donor
PA,12/1/2021,1/1/2022,2706,93.6,92.3,94.70000000000002,S,Donor
PR,7/1/2020,8/1/2020,1006,0.9000000000000001,0.4,2,S,Donor
PR,8/1/2020,9/1/2020,1994,1,0.5,1.8000000000000003,S,Donor
PR,9/1/2020,10/1/2020,1997,1.1,0.6,1.8000000000000003,S,Donor
PR,10/1/2020,11/1/2020,1997,2.8,2,4.1,S,Donor
PR,11/1/2020,12/1/2020,1982,3.1,2.4,4,S,Donor
PR,12/1/2020,1/1/2021,1986,3.9,3,5,S,Donor
PR,1/1/2021,2/1/2021,1990,11,9.6,12.5,S,Donor
PR,2/1/2021,3/1/2021,1992,26.5,23.7,29.39999999999999,S,Donor
PR,3/1/2021,4/1/2021,1993,36.7,34.20000000000001,39.20000000000001,S,Donor
PR,4/1/2021,5/1/2021,1990,65.4,62.2,68.6,S,Donor
PR,5/1/2021,6/1/2021,1985,85.5,83.2,87.6,S,Donor
PR,6/1/2021,7/1/2021,1991,89.4,86.9,91.4,S,Donor
PR,7/1/2021,8/1/2021,1977,91.5,89.9,92.9,S,Donor
PR,8/1/2021,9/1/2021,1981,91.7,89.5,93.5,S,Donor
PR,9/1/2021,10/1/2021,2045,97.1,95.7,98,S,Donor
PR,10/1/2021,11/1/2021,2082,97.6,96.8,98.3,S,Donor
PR,11/1/2021,12/1/2021,1994,97.5,96.3,98.3,S,Donor
PR,12/1/2021,1/1/2022,1968,97.7,96.8,98.4,S,Donor
RI,8/1/2020,9/1/2020,1086,2.2,1.2,3.9,S,Donor
RI,9/1/2020,10/1/2020,1233,4.1,2.5,6.6000000000000005,S,Donor
RI,10/1/2020,11/1/2020,1261,2.7,1.6,4.5,S,Donor
RI,11/1/2020,12/1/2020,1284,4.3,2.8,6.6000000000000005,S,Donor
RI,12/1/2020,1/1/2021,1359,5.700000000000001,4,8,S,Donor
RI,1/1/2021,2/1/2021,1391,17.1,14.000000000000002,20.8,S,Donor
RI,2/1/2021,3/1/2021,1285,21.499999999999996,18.5,24.9,S,Donor
RI,3/1/2021,4/1/2021,1390,46.699999999999996,42.4,51,S,Donor
RI,4/1/2021,5/1/2021,1458,63.4,60.099999999999994,66.6,S,Donor
RI,5/1/2021,6/1/2021,1483,83.3,79.3,86.7,S,Donor
RI,6/1/2021,7/1/2021,1419,90.9,87.9,93.3,S,Donor
RI,7/1/2021,8/1/2021,1494,93.89999999999999,91.4,95.7,S,Donor
RI,8/1/2021,9/1/2021,1422,94.7,92.8,96,S,Donor
RI,9/1/2021,10/1/2021,1335,95.2,93.2,96.7,S,Donor
RI,10/1/2021,11/1/2021,1526,94.90000000000002,92.8,96.4,S,Donor
RI,11/1/2021,12/1/2021,1599,96.7,94.7,98,S,Donor
RI,12/1/2021,1/1/2022,1506,97.5,96,98.4,S,Donor
SC,7/1/2020,8/1/2020,1931,2.8000000000000003,1.8000000000000003,4.3,S,Donor
SC,8/1/2020,9/1/2020,1950,6.5,5,8.4,S,Donor
SC,9/1/2020,10/1/2020,1918,5.4,4,7.200000000000001,S,Donor
SC,10/1/2020,11/1/2020,1861,6.800000000000001,5.4,8.6,S,Donor
SC,11/1/2020,12/1/2020,1834,9.1,7.300000000000001,11.399999999999999,S,Donor
SC,12/1/2020,1/1/2021,1936,9.2,7.200000000000001,11.8,S,Donor
SC,1/1/2021,2/1/2021,1941,23.1,20.4,26,S,Donor
SC,2/1/2021,3/1/2021,1868,36.9,33.9,40,S,Donor
SC,3/1/2021,4/1/2021,1864,50.3,47.1,53.400000000000006,S,Donor
SC,4/1/2021,5/1/2021,1884,71.7,68.5,74.9,S,Donor
SC,5/1/2021,6/1/2021,1939,80.20000000000002,77.5,82.7,S,Donor
SC,6/1/2021,7/1/2021,1870,85.7,83.50000000000001,87.7,S,Donor
SC,7/1/2021,8/1/2021,1890,86.8,84.2,89.00000000000001,S,Donor
SC,8/1/2021,9/1/2021,1898,87.1,84.4,89.4,S,Donor
SC,9/1/2021,10/1/2021,2028,90.7,88.5,92.5,S,Donor
SC,10/1/2021,11/1/2021,1930,91.5,89.6,93.1,S,Donor
SC,11/1/2021,12/1/2021,1706,94.6,93,95.8,S,Donor
SC,12/1/2021,1/1/2022,1937,93.1,91.5,94.5,S,Donor
SD,7/1/2020,8/1/2020,1459,1.7000000000000002,0.9000000000000001,3.3000000000000003,S,Donor
SD,8/1/2020,9/1/2020,1397,4.5,2.5,7.9,S,Donor
SD,9/1/2020,10/1/2020,1362,4.9,3,7.9,S,Donor
SD,10/1/2020,11/1/2020,1335,9.899999999999999,7.8,12.5,S,Donor
SD,11/1/2020,12/1/2020,1630,16.499999999999996,14.2,19.1,S,Donor
SD,12/1/2020,1/1/2021,1837,22.4,20.1,24.9,S,Donor
SD,1/1/2021,2/1/2021,1690,36,31.7,40.3,S,Donor
SD,2/1/2021,3/1/2021,1625,41.5,38.5,44.6,S,Donor
SD,3/1/2021,4/1/2021,1655,56.99999999999999,54,59.9,S,Donor
SD,4/1/2021,5/1/2021,1541,69.59999999999998,66,73.1,S,Donor
SD,5/1/2021,6/1/2021,1466,79.7,77.4,81.8,S,Donor
SD,6/1/2021,7/1/2021,1872,81.6,78.7,84.2,S,Donor
SD,7/1/2021,8/1/2021,1537,79.8,77,82.4,S,Donor
SD,8/1/2021,9/1/2021,1309,84.1,80.7,87.1,S,Donor
SD,9/1/2021,10/1/2021,1475,87.3,84.7,89.5,S,Donor
SD,10/1/2021,11/1/2021,1559,87.40000000000002,84.8,89.7,S,Donor
SD,11/1/2021,12/1/2021,1408,88.6,86.50000000000001,90.5,S,Donor
SD,12/1/2021,1/1/2022,1220,89.69999999999999,86.8,92,S,Donor
TN,7/1/2020,8/1/2020,3177,2.0435316336166194,1.2529430280138496,3.388825936418004,S,Donor
TN,8/1/2020,9/1/2020,3110,3.7310289389067526,2.443215434083601,5.651254019292605,S,Donor
TN,9/1/2020,10/1/2020,2742,3.8131291028446395,2.502188184,5.832822757111597,S,Donor
TN,10/1/2020,11/1/2020,2968,6.047742587601078,4.590970350404312,7.913544474393531,S,Donor
TN,11/1/2020,12/1/2020,2613,9.376195943360123,7.036586299272867,12.49502487562189,S,Donor
TN,12/1/2020,1/1/2021,2698,13.530059303187548,10.951408450704225,16.746256486286136,S,Donor
TN,1/1/2021,2/1/2021,2555,25.856947162426614,22.228962818003918,29.858512720156554,S,Donor
TN,2/1/2021,3/1/2021,2227,36.23215087561742,32.27233947013921,40.19196228109564,S,Donor
TN,3/1/2021,4/1/2021,2619,47.23711340206185,43.87285223367697,50.653608247422675,S,Donor
TN,4/1/2021,5/1/2021,2360,70.36275423728814,67.10762711864406,73.51788136,S,Donor
TN,5/1/2021,6/1/2021,2590,80.17509652509652,77.11525096525098,82.94498069,S,Donor
TN,6/1/2021,7/1/2021,2548,83.76051805,80.47613814756673,86.61279434850864,S,Donor
TN,7/1/2021,8/1/2021,2705,84.46931608133087,81.68151571164509,86.91016635859519,S,Donor
TN,8/1/2021,9/1/2021,2828,85.57945544554455,82.52772277227723,88.12772277227722,S,Donor
TN,9/1/2021,10/1/2021,2758,89.50841189267584,86.72095721537345,91.71254532269761,S,Donor
TN,10/1/2021,11/1/2021,2875,91.57940869565219,88.97631304347826,93.62786086956523,S,Donor
TN,11/1/2021,12/1/2021,2817,91.99591764,89.91224707,93.63571175008875,S,Donor
TN,12/1/2021,1/1/2022,2755,93.90123411978223,92.00123411978221,95.40123411978222,S,Donor
TX,7/1/2020,8/1/2020,2797,4.6,3.4000000000000004,6.3,S,Donor
TX,8/1/2020,9/1/2020,2894,7.200000000000001,5.7,9.1,S,Donor
TX,9/1/2020,10/1/2020,6541,8.02195383,6.679880752178567,9.648173062222902,S,Donor
TX,10/1/2020,11/1/2020,6542,7.8548303271170905,6.613023540201773,9.222057474778357,S,Donor
TX,11/1/2020,12/1/2020,6634,9.857702743442871,8.214621646065723,11.686554115164306,S,Donor
TX,12/1/2020,1/1/2021,6429,13.949821123036244,12.1,15.981427904806345,S,Donor
TX,1/1/2021,2/1/2021,6741,25.097092419522326,22.987331256490133,27.280996884735202,S,Donor
TX,2/1/2021,3/1/2021,6762,39.93740017746229,37.17556935817805,42.69923099674653,S,Donor
TX,3/1/2021,4/1/2021,6682,54.10128703980843,52.070607602514215,56.13196647710266,S,Donor
TX,4/1/2021,5/1/2021,6515,71.87760553,70.05122026,73.68558710667689,S,Donor
TX,5/1/2021,6/1/2021,6622,79.35099667774085,76.90132890365449,81.55978556327393,S,Donor
TX,6/1/2021,7/1/2021,6645,82.36337095560572,80.39825432656133,84.12848758465012,S,Donor
TX,7/1/2021,8/1/2021,6748,85.65191167753409,83.54229401304089,87.51960580912863,S,Donor
TX,8/1/2021,9/1/2021,6565,88.23861386138614,86.67011424219345,89.66616907844632,S,Donor
TX,9/1/2021,10/1/2021,6058,91.93549026081216,90.5411687,93.12981182,S,Donor
TX,10/1/2021,11/1/2021,6873,93.56054124836315,92.39917066783063,94.62191182889568,S,Donor
TX,11/1/2021,12/1/2021,6598,94.94286147317369,93.83907244619583,95.86268566232191,S,Donor
TX,12/1/2021,1/1/2022,6311,95.42207257,94.53159562668355,96.21254951671685,S,Donor
UT,7/1/2020,8/1/2020,2928,1.1,0.7,1.7000000000000002,S,Donor
UT,8/1/2020,9/1/2020,2868,3,2.1,4.3,S,Donor
UT,9/1/2020,10/1/2020,2798,2.9,2.1,4.1,S,Donor
UT,10/1/2020,11/1/2020,2911,4.8,4,5.900000000000001,S,Donor
UT,11/1/2020,12/1/2020,2877,7.200000000000001,6.099999999999999,8.5,S,Donor
UT,12/1/2020,1/1/2021,2879,12.8,11.2,14.6,S,Donor
UT,1/1/2021,2/1/2021,2869,24.2,21.500000000000004,27.1,S,Donor
UT,2/1/2021,3/1/2021,2939,33.8,31.7,35.8,S,Donor
UT,3/1/2021,4/1/2021,2810,48,46.00000000000001,50,S,Donor
UT,4/1/2021,5/1/2021,2885,71.89999999999999,69.9,74,S,Donor
UT,5/1/2021,6/1/2021,2965,82.1,80,83.9,S,Donor
UT,6/1/2021,7/1/2021,2797,86.20000000000002,84.2,87.9,S,Donor
UT,7/1/2021,8/1/2021,3500,87.8,86,89.5,S,Donor
UT,8/1/2021,9/1/2021,3391,87.9,85.9,89.69999999999999,S,Donor
UT,9/1/2021,10/1/2021,3423,90.9,89.7,92.1,S,Donor
UT,10/1/2021,11/1/2021,2803,92.9,91.49999999999999,94,S,Donor
UT,11/1/2021,12/1/2021,2918,94.1,92.9,95,S,Donor
UT,12/1/2021,1/1/2022,2790,95.7,94.80000000000001,96.5,S,Donor
VA,7/1/2020,8/1/2020,1484,1.6,0.8,3,S,Donor
VA,8/1/2020,9/1/2020,1471,3.2,1.8000000000000003,5.4,S,Donor
VA,9/1/2020,10/1/2020,1393,3.1,1.8000000000000003,5.1,S,Donor
VA,10/1/2020,11/1/2020,1405,3.1,1.7000000000000002,5.500000000000001,S,Donor
VA,11/1/2020,12/1/2020,1440,5.8,4,8.4,S,Donor
VA,12/1/2020,1/1/2021,1453,7.200000000000001,5,10.3,S,Donor
VA,1/1/2021,2/1/2021,1446,17.2,14.3,20.5,S,Donor
VA,2/1/2021,3/1/2021,1391,32.1,27.800000000000004,36.4,S,Donor
VA,3/1/2021,4/1/2021,1476,50.9,46,55.8,S,Donor
VA,4/1/2021,5/1/2021,1409,73.6,70.4,76.9,S,Donor
VA,5/1/2021,6/1/2021,1455,83.39999999999999,80,86.4,S,Donor
VA,6/1/2021,7/1/2021,1390,88.2,84.9,90.9,S,Donor
VA,7/1/2021,8/1/2021,1481,89.30000000000001,86.3,91.7,S,Donor
VA,8/1/2021,9/1/2021,1410,88.9,85.69999999999999,91.5,S,Donor
VA,9/1/2021,10/1/2021,1486,92.79999999999998,90.4,94.70000000000002,S,Donor
VA,10/1/2021,11/1/2021,1496,93.4,91.3,95,S,Donor
VA,11/1/2021,12/1/2021,1430,95,93.19999999999999,96.40000000000002,S,Donor
VA,12/1/2021,1/1/2022,1496,95.90000000000002,94.69999999999999,96.89999999999999,S,Donor
VT,7/1/2020,8/1/2020,1306,1.1,0.5,2.1,S,Donor
VT,8/1/2020,9/1/2020,1324,1.3,0.8,2.3,S,Donor
VT,9/1/2020,10/1/2020,1271,1.7000000000000002,0.8,3.5000000000000004,S,Donor
VT,10/1/2020,11/1/2020,1192,2.1,1.3,3.6000000000000005,S,Donor
VT,11/1/2020,12/1/2020,1124,1,0.6,1.9,S,Donor
VT,12/1/2020,1/1/2021,1345,3.2,2,5.1,S,Donor
VT,1/1/2021,2/1/2021,1301,8.9,7.3,10.8,S,Donor
VT,2/1/2021,3/1/2021,1264,22.9,20.4,25.7,S,Donor
VT,3/1/2021,4/1/2021,1278,36.5,33,40,S,Donor
VT,4/1/2021,5/1/2021,1281,65.5,62.4,68.6,S,Donor
VT,5/1/2021,6/1/2021,1281,88.9,86.2,91.10000000000001,S,Donor
VT,6/1/2021,7/1/2021,1274,93.20000000000002,91.00000000000001,94.9,S,Donor
VT,7/1/2021,8/1/2021,1184,94.10000000000001,91.6,95.9,S,Donor
VT,8/1/2021,9/1/2021,1143,94.7,93.2,95.90000000000002,S,Donor
VT,9/1/2021,10/1/2021,1314,94.70000000000002,93,96.00000000000001,S,Donor
VT,10/1/2021,11/1/2021,1399,96.8,95.40000000000002,97.8,S,Donor
VT,11/1/2021,12/1/2021,1205,97.8,96.6,98.6,S,Donor
VT,12/1/2021,1/1/2022,1420,96.7,95.6,97.60000000000001,S,Donor
WA,7/1/2020,8/1/2020,3302,1.4962144155057542,0.8962144155057541,2.4830102967898244,S,Donor
WA,8/1/2020,9/1/2020,3320,2.4959036144578315,1.5174698795180726,4.109277108433735,S,Donor
WA,9/1/2020,10/1/2020,3492,3.380612829,2.0580469644902637,5.490263459335625,S,Donor
WA,10/1/2020,11/1/2020,3380,2.5262721893491125,1.6417751479289941,3.9098224852071004,S,Donor
WA,11/1/2020,12/1/2020,3397,3.5103326464527527,2.4661171622019427,4.932234324403885,S,Donor
WA,12/1/2020,1/1/2021,3176,7.093324937027709,4.982367758186398,10.031738035264484,S,Donor
WA,1/1/2021,2/1/2021,3387,12.325686448184234,10.178387953941542,14.772984942426925,S,Donor
WA,2/1/2021,3/1/2021,3341,26.80469919185872,23.728524393894045,29.880873989823403,S,Donor
WA,3/1/2021,4/1/2021,3268,41.28641370869034,37.74149326805386,44.7875153,S,Donor
WA,4/1/2021,5/1/2021,3316,66.36553075995175,63.092400482509035,69.69635102533172,S,Donor
WA,5/1/2021,6/1/2021,3453,82.84613379669852,79.68192875760208,85.61033883579496,S,Donor
WA,6/1/2021,7/1/2021,3428,88.02415402567094,85.48028004667445,90.22427071,S,Donor
WA,7/1/2021,8/1/2021,3504,88.93789954337899,86.12328767123289,91.17899543378996,S,Donor
WA,8/1/2021,9/1/2021,3600,90.88761111111111,88.76080555555555,92.60513888888889,S,Donor
WA,9/1/2021,10/1/2021,3461,92.73634787633631,90.73952614851198,94.34498699797746,S,Donor
WA,10/1/2021,11/1/2021,3465,94.80943722943724,93.04591631,96.14291486291486,S,Donor
WA,11/1/2021,12/1/2021,3458,94.82064777327935,93.12218045112782,96.07484094852516,S,Donor
WA,12/1/2021,1/1/2022,3447,95.20417755,93.38120104438643,96.54255874673629,S,Donor
WI,7/1/2020,8/1/2020,1967,2.7,1.6,4.7,S,Donor
WI,8/1/2020,9/1/2020,1918,2.7,1.7000000000000002,4.1,S,Donor
WI,9/1/2020,10/1/2020,1915,5.1,3.6000000000000005,7.3,S,Donor
WI,10/1/2020,11/1/2020,1948,5.6,4.1,7.7,S,Donor
WI,11/1/2020,12/1/2020,1938,12.400000000000002,9.5,16,S,Donor
WI,12/1/2020,1/1/2021,1913,20.8,17.5,24.5,S,Donor
WI,1/1/2021,2/1/2021,1889,23.3,20.1,26.8,S,Donor
WI,2/1/2021,3/1/2021,1860,39.6,36.4,42.9,S,Donor
WI,3/1/2021,4/1/2021,1870,50,46.8,53.1,S,Donor
WI,4/1/2021,5/1/2021,1935,73.1,70.1,76.1,S,Donor
WI,5/1/2021,6/1/2021,1912,86,83.5,88.2,S,Donor
WI,6/1/2021,7/1/2021,1916,89.1,86.1,91.4,S,Donor
WI,7/1/2021,8/1/2021,1914,88.9,86.69999999999999,90.8,S,Donor
WI,8/1/2021,9/1/2021,1914,89.8,87.7,91.6,S,Donor
WI,9/1/2021,10/1/2021,1923,91.1,89.1,92.8,S,Donor
WI,10/1/2021,11/1/2021,1870,91.3,89.7,92.8,S,Donor
WI,11/1/2021,12/1/2021,1809,93.3,91.4,94.8,S,Donor
WI,12/1/2021,1/1/2022,1832,94.8,92.79999999999998,96.3,S,Donor
WV,7/1/2020,8/1/2020,801,0.9000000000000001,0.4,2,S,Donor
